model_path,thumbnail_path,category,fourier_feature,zernike_feature
3d-dataset\3D Models\Abstract\Abstractshape35.obj,3d-dataset\Thumbnails\Abstract\Abstractshape35.jpg,Abstract,3.710355145905249,0.43674030211158205
3d-dataset\3D Models\Abstract\Abstractshape36.obj,3d-dataset\Thumbnails\Abstract\Abstractshape36.jpg,Abstract,3.733020424169011,0.4557257206145218
3d-dataset\3D Models\Abstract\Abstractshape37.obj,3d-dataset\Thumbnails\Abstract\Abstractshape37.jpg,Abstract,3.6124892039647487,0.45026656922885655
3d-dataset\3D Models\Abstract\Abstractshape38.obj,3d-dataset\Thumbnails\Abstract\Abstractshape38.jpg,Abstract,3.7606815630987827,0.454221430409242
3d-dataset\3D Models\Abstract\Abstractshape39.obj,3d-dataset\Thumbnails\Abstract\Abstractshape39.jpg,Abstract,3.719057287453767,0.48833823882951827
3d-dataset\3D Models\Abstract\Abstractshape4.obj,3d-dataset\Thumbnails\Abstract\Abstractshape4.jpg,Abstract,3.6943162878540394,0.44893467036139184
3d-dataset\3D Models\Abstract\Abstractshape40.obj,3d-dataset\Thumbnails\Abstract\Abstractshape40.jpg,Abstract,3.6507809134666607,0.43354619278672346
3d-dataset\3D Models\Abstract\Abstractshape41.obj,3d-dataset\Thumbnails\Abstract\Abstractshape41.jpg,Abstract,3.027675575190808,0.4496694804980212
3d-dataset\3D Models\Abstract\Abstractshape42.obj,3d-dataset\Thumbnails\Abstract\Abstractshape42.jpg,Abstract,3.1234538447710665,0.46978893011168577
3d-dataset\3D Models\Abstract\Abstractshape43.obj,3d-dataset\Thumbnails\Abstract\Abstractshape43.jpg,Abstract,3.632725710717314,0.38935390387025487
3d-dataset\3D Models\Abstract\Abstractshape44.obj,3d-dataset\Thumbnails\Abstract\Abstractshape44.jpg,Abstract,3.4689071459716248,0.473635837112745
3d-dataset\3D Models\Abstract\Abstractshape45.obj,3d-dataset\Thumbnails\Abstract\Abstractshape45.jpg,Abstract,3.7064111822513506,0.427011520217823
3d-dataset\3D Models\Abstract\Abstractshape46.obj,3d-dataset\Thumbnails\Abstract\Abstractshape46.jpg,Abstract,3.7429474266193385,0.4585255909938726
3d-dataset\3D Models\Abstract\Abstractshape47.obj,3d-dataset\Thumbnails\Abstract\Abstractshape47.jpg,Abstract,3.6608434235091205,0.460145126371268
3d-dataset\3D Models\Abstract\Abstractshape48.obj,3d-dataset\Thumbnails\Abstract\Abstractshape48.jpg,Abstract,3.7838524966750797,0.4704068974430094
3d-dataset\3D Models\Abstract\Abstractshape49.obj,3d-dataset\Thumbnails\Abstract\Abstractshape49.jpg,Abstract,3.7278047706319812,0.4553039976122479
3d-dataset\3D Models\Abstract\Abstractshape5.obj,3d-dataset\Thumbnails\Abstract\Abstractshape5.jpg,Abstract,3.6706227297397165,0.4387898773149889
3d-dataset\3D Models\Abstract\Abstractshape50.obj,3d-dataset\Thumbnails\Abstract\Abstractshape50.jpg,Abstract,3.604974589025801,0.4665662062368769
3d-dataset\3D Models\Abstract\Abstractshape6.obj,3d-dataset\Thumbnails\Abstract\Abstractshape6.jpg,Abstract,3.197122016619115,0.49521959889160777
3d-dataset\3D Models\Abstract\Abstractshape7.obj,3d-dataset\Thumbnails\Abstract\Abstractshape7.jpg,Abstract,3.5653339111338034,0.48144392172912553
3d-dataset\3D Models\Abstract\Abstractshape8.obj,3d-dataset\Thumbnails\Abstract\Abstractshape8.jpg,Abstract,3.198482852473116,0.46201411249170204
3d-dataset\3D Models\Abstract\Abstractshape9.obj,3d-dataset\Thumbnails\Abstract\Abstractshape9.jpg,Abstract,3.1717178180669183,0.4658282463593284
3d-dataset\3D Models\Abstract\Archive3D_Paso_dos-vase.obj,3d-dataset\Thumbnails\Abstract\Archive3D_Paso_dos-vase.jpg,Abstract,2.859829349777849,0.3521480398459175
3d-dataset\3D Models\Abstract\Archive3D_vaso.obj,3d-dataset\Thumbnails\Abstract\Archive3D_vaso.jpg,Abstract,2.806896657677186,0.4028053598691923
3d-dataset\3D Models\Abstract\Archive3D_Vaza N100608.obj,3d-dataset\Thumbnails\Abstract\Archive3D_Vaza N100608.jpg,Abstract,2.557236471002232,0.32518558853545376
3d-dataset\3D Models\Abstract\BATUR V 120.obj,3d-dataset\Thumbnails\Abstract\BATUR V 120.jpg,Abstract,4.431595028835635,0.3311072732516809
3d-dataset\3D Models\Abstract\Cauldron Silver - SLF.obj,3d-dataset\Thumbnails\Abstract\Cauldron Silver - SLF.jpg,Abstract,3.012823090993116,0.46515942421636963
3d-dataset\3D Models\Abstract\Flower Vase.obj,3d-dataset\Thumbnails\Abstract\Flower Vase.jpg,Abstract,2.2412770054368556,0.4173076835678007
3d-dataset\3D Models\Abstract\London E 440.obj,3d-dataset\Thumbnails\Abstract\London E 440.jpg,Abstract,2.5950972038057607,0.4813236726193802
3d-dataset\3D Models\Abstract\m535.obj,3d-dataset\Thumbnails\Abstract\m535.jpg,Abstract,2.6449062027999224,0.3968809114438234
3d-dataset\3D Models\Abstract\qp111.obj,3d-dataset\Thumbnails\Abstract\qp111.jpg,Abstract,4.76383982498481,0.397811169358352
3d-dataset\3D Models\Abstract\qp112.obj,3d-dataset\Thumbnails\Abstract\qp112.jpg,Abstract,4.710547029730523,0.3768062790455507
3d-dataset\3D Models\Abstract\qp113.obj,3d-dataset\Thumbnails\Abstract\qp113.jpg,Abstract,5.07424265110858,0.37622465966277135
3d-dataset\3D Models\Abstract\qp114.obj,3d-dataset\Thumbnails\Abstract\qp114.jpg,Abstract,5.096100717311072,0.37725516824265976
3d-dataset\3D Models\Abstract\qp115.obj,3d-dataset\Thumbnails\Abstract\qp115.jpg,Abstract,5.184670189943641,0.3653981377508993
3d-dataset\3D Models\Abstract\qp116.obj,3d-dataset\Thumbnails\Abstract\qp116.jpg,Abstract,4.711736843843188,0.3882268074697272
3d-dataset\3D Models\Abstract\qp117.obj,3d-dataset\Thumbnails\Abstract\qp117.jpg,Abstract,5.121364993193687,0.36795261307239374
3d-dataset\3D Models\Abstract\qp118.obj,3d-dataset\Thumbnails\Abstract\qp118.jpg,Abstract,4.968649737532986,0.3833238776697027
3d-dataset\3D Models\Abstract\qp119.obj,3d-dataset\Thumbnails\Abstract\qp119.jpg,Abstract,4.95437951808835,0.36753875099547967
3d-dataset\3D Models\Abstract\qp120.obj,3d-dataset\Thumbnails\Abstract\qp120.jpg,Abstract,4.8911598170772566,0.3760431852131729
3d-dataset\3D Models\Abstract\qp121.obj,3d-dataset\Thumbnails\Abstract\qp121.jpg,Abstract,5.140799109180464,0.3934260180781832
3d-dataset\3D Models\Abstract\qp122.obj,3d-dataset\Thumbnails\Abstract\qp122.jpg,Abstract,5.589606640326666,0.3631397497010706
3d-dataset\3D Models\Abstract\qp123.obj,3d-dataset\Thumbnails\Abstract\qp123.jpg,Abstract,11.468959843017311,0.39025658848277095
3d-dataset\3D Models\Abstract\qp124.obj,3d-dataset\Thumbnails\Abstract\qp124.jpg,Abstract,4.698574933524645,0.3929184443354831
3d-dataset\3D Models\Abstract\qp125.obj,3d-dataset\Thumbnails\Abstract\qp125.jpg,Abstract,4.780765861456735,0.3833776572243239
3d-dataset\3D Models\Abstract\qp126.obj,3d-dataset\Thumbnails\Abstract\qp126.jpg,Abstract,5.0130646337289875,0.3779929416454684
3d-dataset\3D Models\Abstract\qp127.obj,3d-dataset\Thumbnails\Abstract\qp127.jpg,Abstract,4.1025942099389585,0.40033050125102027
3d-dataset\3D Models\Abstract\qp128.obj,3d-dataset\Thumbnails\Abstract\qp128.jpg,Abstract,5.138437217712267,0.3741977653459106
3d-dataset\3D Models\Abstract\qp129.obj,3d-dataset\Thumbnails\Abstract\qp129.jpg,Abstract,4.635581856480897,0.39021462643022947
3d-dataset\3D Models\Abstract\qp130.obj,3d-dataset\Thumbnails\Abstract\qp130.jpg,Abstract,4.620105611383677,0.39056803561156367
3d-dataset\3D Models\Abstract\qp131.obj,3d-dataset\Thumbnails\Abstract\qp131.jpg,Abstract,4.621257971582831,0.3837087971759368
3d-dataset\3D Models\Abstract\qp132.obj,3d-dataset\Thumbnails\Abstract\qp132.jpg,Abstract,4.669175124572508,0.3982070793665436
3d-dataset\3D Models\Abstract\qp133.obj,3d-dataset\Thumbnails\Abstract\qp133.jpg,Abstract,5.0744739546866615,0.3945038756806652
3d-dataset\3D Models\Abstract\qp134.obj,3d-dataset\Thumbnails\Abstract\qp134.jpg,Abstract,4.5015817354807,0.3842922428072928
3d-dataset\3D Models\Abstract\qp135.obj,3d-dataset\Thumbnails\Abstract\qp135.jpg,Abstract,5.071635292895564,0.3740415277924516
3d-dataset\3D Models\Abstract\qp136.obj,3d-dataset\Thumbnails\Abstract\qp136.jpg,Abstract,4.308215681160811,0.399832774462777
3d-dataset\3D Models\Abstract\qp137.obj,3d-dataset\Thumbnails\Abstract\qp137.jpg,Abstract,5.468612559904772,0.38000354669684216
3d-dataset\3D Models\Abstract\qp138.obj,3d-dataset\Thumbnails\Abstract\qp138.jpg,Abstract,4.777160002585621,0.4216313239224864
3d-dataset\3D Models\Abstract\qp139.obj,3d-dataset\Thumbnails\Abstract\qp139.jpg,Abstract,4.558339430101049,0.3985558425232676
3d-dataset\3D Models\Abstract\qp140.obj,3d-dataset\Thumbnails\Abstract\qp140.jpg,Abstract,4.925295154387171,0.3846287592774869
3d-dataset\3D Models\Abstract\qp21.obj,3d-dataset\Thumbnails\Abstract\qp21.jpg,Abstract,3.884227668637343,0.4481412276182588
3d-dataset\3D Models\Abstract\qp22.obj,3d-dataset\Thumbnails\Abstract\qp22.jpg,Abstract,3.4356059011100752,0.4385300997885846
3d-dataset\3D Models\Abstract\qp23.obj,3d-dataset\Thumbnails\Abstract\qp23.jpg,Abstract,3.589990621948502,0.4447755926330433
3d-dataset\3D Models\Abstract\qp24.obj,3d-dataset\Thumbnails\Abstract\qp24.jpg,Abstract,3.8004328623087944,0.4521128343976844
3d-dataset\3D Models\Abstract\qp25.obj,3d-dataset\Thumbnails\Abstract\qp25.jpg,Abstract,3.5983990261323107,0.4377862551157698
3d-dataset\3D Models\Abstract\qp26.obj,3d-dataset\Thumbnails\Abstract\qp26.jpg,Abstract,4.003192123386705,0.4602531165217419
3d-dataset\3D Models\Abstract\qp27.obj,3d-dataset\Thumbnails\Abstract\qp27.jpg,Abstract,3.5242393747147878,0.43310279504252636
3d-dataset\3D Models\Abstract\qp28.obj,3d-dataset\Thumbnails\Abstract\qp28.jpg,Abstract,3.518963557416979,0.45733170220074437
3d-dataset\3D Models\Abstract\qp29.obj,3d-dataset\Thumbnails\Abstract\qp29.jpg,Abstract,3.488103660194765,0.42611897136972
3d-dataset\3D Models\Abstract\qp30.obj,3d-dataset\Thumbnails\Abstract\qp30.jpg,Abstract,3.582545317646269,0.4670373044686477
3d-dataset\3D Models\Abstract\qp31.obj,3d-dataset\Thumbnails\Abstract\qp31.jpg,Abstract,4.096532248012544,0.4128346500650475
3d-dataset\3D Models\Abstract\qp32.obj,3d-dataset\Thumbnails\Abstract\qp32.jpg,Abstract,3.7942155044146038,0.4485623181828182
3d-dataset\3D Models\Abstract\qp33.obj,3d-dataset\Thumbnails\Abstract\qp33.jpg,Abstract,3.7170609423900394,0.47696778936417245
3d-dataset\3D Models\Abstract\qp34.obj,3d-dataset\Thumbnails\Abstract\qp34.jpg,Abstract,4.022496123029167,0.4422162994067254
3d-dataset\3D Models\Abstract\qp35.obj,3d-dataset\Thumbnails\Abstract\qp35.jpg,Abstract,3.5481477588359955,0.45998214349719424
3d-dataset\3D Models\Abstract\qp36.obj,3d-dataset\Thumbnails\Abstract\qp36.jpg,Abstract,3.672010691228603,0.45934223788757844
3d-dataset\3D Models\Abstract\qp37.obj,3d-dataset\Thumbnails\Abstract\qp37.jpg,Abstract,3.435797332383123,0.4033330094949073
3d-dataset\3D Models\Abstract\qp38.obj,3d-dataset\Thumbnails\Abstract\qp38.jpg,Abstract,3.796355241060602,0.42996202139477524
3d-dataset\3D Models\Abstract\qp39.obj,3d-dataset\Thumbnails\Abstract\qp39.jpg,Abstract,3.468840304024712,0.46707215544981634
3d-dataset\3D Models\Abstract\qp40.obj,3d-dataset\Thumbnails\Abstract\qp40.jpg,Abstract,3.9392013070169027,0.4261341251199215
3d-dataset\3D Models\Abstract\qp41.obj,3d-dataset\Thumbnails\Abstract\qp41.jpg,Abstract,3.723360161174756,0.49040485971300224
3d-dataset\3D Models\Abstract\qp42.obj,3d-dataset\Thumbnails\Abstract\qp42.jpg,Abstract,3.7463593859790296,0.44248892814090945
3d-dataset\3D Models\Abstract\qp43.obj,3d-dataset\Thumbnails\Abstract\qp43.jpg,Abstract,3.8337017083523013,0.42613854008423274
3d-dataset\3D Models\Abstract\qp44.obj,3d-dataset\Thumbnails\Abstract\qp44.jpg,Abstract,3.3384843471079058,0.4745955769387324
3d-dataset\3D Models\Abstract\qp45.obj,3d-dataset\Thumbnails\Abstract\qp45.jpg,Abstract,3.6894708465696953,0.47205617807821937
3d-dataset\3D Models\Abstract\qp46.obj,3d-dataset\Thumbnails\Abstract\qp46.jpg,Abstract,3.8030741941038158,0.4243417411487149
3d-dataset\3D Models\Abstract\qp47.obj,3d-dataset\Thumbnails\Abstract\qp47.jpg,Abstract,4.058673452289195,0.4109636908772718
3d-dataset\3D Models\Abstract\qp48.obj,3d-dataset\Thumbnails\Abstract\qp48.jpg,Abstract,3.3724859089007606,0.4629108412677063
3d-dataset\3D Models\Abstract\qp49.obj,3d-dataset\Thumbnails\Abstract\qp49.jpg,Abstract,3.8069197047958756,0.4154290478561589
3d-dataset\3D Models\Abstract\qp50.obj,3d-dataset\Thumbnails\Abstract\qp50.jpg,Abstract,3.6856276089483764,0.45497147799594484
3d-dataset\3D Models\Abstract\qp51.obj,3d-dataset\Thumbnails\Abstract\qp51.jpg,Abstract,4.088434888329818,0.4085271535699288
3d-dataset\3D Models\Abstract\qp52.obj,3d-dataset\Thumbnails\Abstract\qp52.jpg,Abstract,3.634866948352593,0.47755247255848526
3d-dataset\3D Models\Abstract\qp53.obj,3d-dataset\Thumbnails\Abstract\qp53.jpg,Abstract,3.8249719370581308,0.4824364013923299
3d-dataset\3D Models\Abstract\qp54.obj,3d-dataset\Thumbnails\Abstract\qp54.jpg,Abstract,3.6533382408209865,0.4769728235799772
3d-dataset\3D Models\Abstract\qp55.obj,3d-dataset\Thumbnails\Abstract\qp55.jpg,Abstract,4.11415802154293,0.4880819325184815
3d-dataset\3D Models\Abstract\qp56.obj,3d-dataset\Thumbnails\Abstract\qp56.jpg,Abstract,3.839978143737997,0.47147089382698537
3d-dataset\3D Models\Abstract\qp57.obj,3d-dataset\Thumbnails\Abstract\qp57.jpg,Abstract,3.8259648145882754,0.47806292282624124
3d-dataset\3D Models\Abstract\qp58.obj,3d-dataset\Thumbnails\Abstract\qp58.jpg,Abstract,4.025858889766813,0.465801284280087
3d-dataset\3D Models\Abstract\qp59.obj,3d-dataset\Thumbnails\Abstract\qp59.jpg,Abstract,3.964611535817363,0.47764872089325944
3d-dataset\3D Models\Abstract\qp60.obj,3d-dataset\Thumbnails\Abstract\qp60.jpg,Abstract,3.8066883419589383,0.4595328828990974
3d-dataset\3D Models\Abstract\qp61.obj,3d-dataset\Thumbnails\Abstract\qp61.jpg,Abstract,3.7139708940016334,0.47474993428682666
3d-dataset\3D Models\Abstract\qp62.obj,3d-dataset\Thumbnails\Abstract\qp62.jpg,Abstract,3.7442130433997267,0.48097910339298594
3d-dataset\3D Models\Abstract\qp63.obj,3d-dataset\Thumbnails\Abstract\qp63.jpg,Abstract,4.171103235966115,0.4880599461836375
3d-dataset\3D Models\Abstract\qp64.obj,3d-dataset\Thumbnails\Abstract\qp64.jpg,Abstract,3.6837251449749577,0.4792048006523959
3d-dataset\3D Models\Abstract\qp65.obj,3d-dataset\Thumbnails\Abstract\qp65.jpg,Abstract,3.8265939487618783,0.47878331879110814
3d-dataset\3D Models\Abstract\qp66.obj,3d-dataset\Thumbnails\Abstract\qp66.jpg,Abstract,4.149674225724119,0.46896159835299217
3d-dataset\3D Models\Abstract\qp67.obj,3d-dataset\Thumbnails\Abstract\qp67.jpg,Abstract,3.6326672948092598,0.4859716075033482
3d-dataset\3D Models\Abstract\qp68.obj,3d-dataset\Thumbnails\Abstract\qp68.jpg,Abstract,3.7030254862166343,0.4728356841404721
3d-dataset\3D Models\Abstract\qp69.obj,3d-dataset\Thumbnails\Abstract\qp69.jpg,Abstract,3.8982019579574474,0.46717132229533
3d-dataset\3D Models\Abstract\qp70.obj,3d-dataset\Thumbnails\Abstract\qp70.jpg,Abstract,3.900560142199306,0.4635110916842457
3d-dataset\3D Models\Abstract\qp71.obj,3d-dataset\Thumbnails\Abstract\qp71.jpg,Abstract,3.3083491258934994,0.45207179670749964
3d-dataset\3D Models\Abstract\qp72.obj,3d-dataset\Thumbnails\Abstract\qp72.jpg,Abstract,3.4763536572655473,0.4453518974288682
3d-dataset\3D Models\Abstract\qp73.obj,3d-dataset\Thumbnails\Abstract\qp73.jpg,Abstract,3.185273842335705,0.4525253360631345
3d-dataset\3D Models\Abstract\qp74.obj,3d-dataset\Thumbnails\Abstract\qp74.jpg,Abstract,3.588851166113095,0.4402990296502187
3d-dataset\3D Models\Abstract\qp75.obj,3d-dataset\Thumbnails\Abstract\qp75.jpg,Abstract,2.6658633293220344,0.4349564093743752
3d-dataset\3D Models\Abstract\qp76.obj,3d-dataset\Thumbnails\Abstract\qp76.jpg,Abstract,2.9610619394528284,0.46722204347154145
3d-dataset\3D Models\Abstract\qp77.obj,3d-dataset\Thumbnails\Abstract\qp77.jpg,Abstract,3.0602563813344448,0.4695534771032676
3d-dataset\3D Models\Abstract\qp78.obj,3d-dataset\Thumbnails\Abstract\qp78.jpg,Abstract,2.9929987902844775,0.46327284465585855
3d-dataset\3D Models\Abstract\qp79.obj,3d-dataset\Thumbnails\Abstract\qp79.jpg,Abstract,2.7111423187785246,0.4600788018281565
3d-dataset\3D Models\Abstract\qp80.obj,3d-dataset\Thumbnails\Abstract\qp80.jpg,Abstract,2.6303987755676452,0.4843463806730446
3d-dataset\3D Models\Abstract\qp81.obj,3d-dataset\Thumbnails\Abstract\qp81.jpg,Abstract,3.4264784469837672,0.3367820123300033
3d-dataset\3D Models\Abstract\qp82.obj,3d-dataset\Thumbnails\Abstract\qp82.jpg,Abstract,3.9088119445217036,0.34218586024267067
3d-dataset\3D Models\Abstract\qp83.obj,3d-dataset\Thumbnails\Abstract\qp83.jpg,Abstract,3.9023789766145662,0.37249628663677825
3d-dataset\3D Models\Abstract\qp84.obj,3d-dataset\Thumbnails\Abstract\qp84.jpg,Abstract,3.3524558889679392,0.3218603495008452
3d-dataset\3D Models\Abstract\qp85.obj,3d-dataset\Thumbnails\Abstract\qp85.jpg,Abstract,3.380968779711644,0.3295570818770159
3d-dataset\3D Models\Abstract\qp86.obj,3d-dataset\Thumbnails\Abstract\qp86.jpg,Abstract,3.5220667069347082,0.33974867762136857
3d-dataset\3D Models\Abstract\qp87.obj,3d-dataset\Thumbnails\Abstract\qp87.jpg,Abstract,3.7543004549608,0.3461159071117181
3d-dataset\3D Models\Abstract\qp88.obj,3d-dataset\Thumbnails\Abstract\qp88.jpg,Abstract,3.223743947799171,0.33693173453014064
3d-dataset\3D Models\Abstract\qp89.obj,3d-dataset\Thumbnails\Abstract\qp89.jpg,Abstract,4.203903623443406,0.3259708510194175
3d-dataset\3D Models\Abstract\qp90.obj,3d-dataset\Thumbnails\Abstract\qp90.jpg,Abstract,3.8541452577397703,0.3580762231670369
3d-dataset\3D Models\Abstract\qpvase.obj,3d-dataset\Thumbnails\Abstract\qpvase.jpg,Abstract,5.638766893405655,0.3580776674836464
3d-dataset\3D Models\Abstract\qpvase2.obj,3d-dataset\Thumbnails\Abstract\qpvase2.jpg,Abstract,4.664802092950219,0.4158858115472757
3d-dataset\3D Models\Abstract\tutu_10.obj,3d-dataset\Thumbnails\Abstract\tutu_10.jpg,Abstract,22.294586380659467,0.4394700187603826
3d-dataset\3D Models\Abstract\tutu_11.obj,3d-dataset\Thumbnails\Abstract\tutu_11.jpg,Abstract,3.9902604828719888,0.3578692061296453
3d-dataset\3D Models\Abstract\tutu_13.obj,3d-dataset\Thumbnails\Abstract\tutu_13.jpg,Abstract,2.720962690884068,0.3781919509593464
3d-dataset\3D Models\Abstract\tutu_15.obj,3d-dataset\Thumbnails\Abstract\tutu_15.jpg,Abstract,3.9736334121588506,0.34827957765030515
3d-dataset\3D Models\Abstract\tutu_16.obj,3d-dataset\Thumbnails\Abstract\tutu_16.jpg,Abstract,3.06749015761483,0.41713423158901003
3d-dataset\3D Models\Abstract\tutu_17.obj,3d-dataset\Thumbnails\Abstract\tutu_17.jpg,Abstract,8.166446283910814,0.34358211628079066
3d-dataset\3D Models\Abstract\tutu_18.obj,3d-dataset\Thumbnails\Abstract\tutu_18.jpg,Abstract,2.0642462295428845,0.370855533114751
3d-dataset\3D Models\Abstract\tutu_19.obj,3d-dataset\Thumbnails\Abstract\tutu_19.jpg,Abstract,5.065872773509281,0.33660540321542354
3d-dataset\3D Models\Abstract\tutu_21.obj,3d-dataset\Thumbnails\Abstract\tutu_21.jpg,Abstract,2.0632782076295912,0.3516298352266123
3d-dataset\3D Models\Abstract\tutu_22.obj,3d-dataset\Thumbnails\Abstract\tutu_22.jpg,Abstract,2.9964909165720104,0.3730877753207098
3d-dataset\3D Models\Abstract\tutu_23.obj,3d-dataset\Thumbnails\Abstract\tutu_23.jpg,Abstract,9.686416398685155,0.39461485770974875
3d-dataset\3D Models\Abstract\tutu_24.obj,3d-dataset\Thumbnails\Abstract\tutu_24.jpg,Abstract,2.177049466152167,0.3641080532480164
3d-dataset\3D Models\Abstract\tutu_25.obj,3d-dataset\Thumbnails\Abstract\tutu_25.jpg,Abstract,2.016828610328902,0.3845748245363378
3d-dataset\3D Models\Abstract\tutu_26.obj,3d-dataset\Thumbnails\Abstract\tutu_26.jpg,Abstract,3.2674689874460583,0.3353839091778574
3d-dataset\3D Models\Abstract\tutu_27.obj,3d-dataset\Thumbnails\Abstract\tutu_27.jpg,Abstract,11.4911085879644,0.29324163855635726
3d-dataset\3D Models\Abstract\tutu_28.obj,3d-dataset\Thumbnails\Abstract\tutu_28.jpg,Abstract,13.995031910743807,0.3969533692881127
3d-dataset\3D Models\Abstract\tutu_29.obj,3d-dataset\Thumbnails\Abstract\tutu_29.jpg,Abstract,2.632293394904622,0.38232150211194965
3d-dataset\3D Models\Abstract\tutu_30.obj,3d-dataset\Thumbnails\Abstract\tutu_30.jpg,Abstract,2.632293394904622,0.38232150211194965
3d-dataset\3D Models\Abstract\tutu_31.obj,3d-dataset\Thumbnails\Abstract\tutu_31.jpg,Abstract,13.995031910743807,0.3969533692881127
3d-dataset\3D Models\Abstract\tutu_32.obj,3d-dataset\Thumbnails\Abstract\tutu_32.jpg,Abstract,9.269117075856501,0.2821381846663475
3d-dataset\3D Models\Abstract\tutu_33.obj,3d-dataset\Thumbnails\Abstract\tutu_33.jpg,Abstract,3.2674689874460583,0.3353839091778574
3d-dataset\3D Models\Abstract\tutu_34.obj,3d-dataset\Thumbnails\Abstract\tutu_34.jpg,Abstract,2.016828610328902,0.3845748245363378
